Restaurant_Name,Country Code,City,Address,Locality,Locality Verbose,lon,lat,Cuisines,cost_for_two,Currency,Has Table booking,Has Online delivery,Is delivering now,Switch to order menu,Price_Range,Rating,Rating color,Review,Votes
Kafe @ Museum,1,New Delhi,"National Museum, Mansingh Road, New Delhi",Mansingh Road,"Mansingh Road, New Delhi",77.22,28.61,"North Indian, Continental",300,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,2
Nutritious Nation,1,New Delhi,"M-45, Main Market, Ground Floor, Greater Kailash (GK) 2, New Delhi",Greater Kailash (GK) 2,"Greater Kailash (GK) 2, New Delhi",77.2425286,28.533764299999998,"Healthy Food, Continental, Juices, Salad",900,Indian Rupees(Rs.),No,Yes,No,No,2,3.5,Yellow,Good,352
Dunkin Donuts,1,Kanpur,"Third Floor, Plot 1 & 1A, Z Square Mall, Mall Road, Kanpur",Mall Road,"Mall Road, Kanpur",80.352677,26.473698,"Desserts, Fast Food",500,Indian Rupees(Rs.),No,No,No,No,2,4.1,Green,Very Good,87
Fresh n Frozen,1,New Delhi,"HS-26, Ground Floor, Kailash Colony Market, Kailash Colony, New Delhi",Kailash Colony,"Kailash Colony, New Delhi",77.2409194,28.5536849,"Raw Meats, Fast Food",200,Indian Rupees(Rs.),No,No,No,No,1,3.1,Orange,Average,9
La-Nawaab,1,New Delhi,"G-4, Atlantic Market, Near Canara Bank, Patparganj, New Delhi",Patparganj,"Patparganj, New Delhi",77.3082555,28.627975699999997,"North Indian, Mughlai, Chinese",500,Indian Rupees(Rs.),No,No,No,No,2,3.0,Orange,Average,5
Giani's,1,New Delhi,"G-1, Sagar Deep Complex, Preet Vihar, New Delhi",Preet Vihar,"Preet Vihar, New Delhi",77.296273,28.642796399999998,"Ice Cream, Desserts",400,Indian Rupees(Rs.),No,Yes,No,No,1,3.2,Orange,Average,51
Kusum Rolls,1,Gurgaon,"U-1/9, DLF Phase 3, Gurgaon",DLF Phase 3,"DLF Phase 3, Gurgaon",77.092692,28.490744300000003,"Fast Food, Chinese",350,Indian Rupees(Rs.),No,Yes,No,No,1,3.1,Orange,Average,71
Gujjar Dhaba,1,New Delhi,"Arjangarh, MG Road, New Delhi",MG Road,"MG Road, New Delhi",77.12464200000001,28.480101399999995,"Mughlai, North Indian",200,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0
Outback Bar and Grill - Leisure Inn,1,Gurgaon,"Leisure Inn, 17/6, Old Delhi Gurgaon Road, Sector 14, Gurgaon","Leisure Inn, Sector 14, Gurgaon","Leisure Inn, Sector 14, Gurgaon, Gurgaon",77.0396702,28.4704989,"North Indian, Finger Food",1200,Indian Rupees(Rs.),Yes,No,No,No,3,3.0,Orange,Average,10
Clemency- The Restaurant & Cafe,1,New Delhi,"1249, Opposite Fortis Hospital, Aruna Asaf Ali Marg, Vasant Kunj, New Delhi",Vasant Kunj,"Vasant Kunj, New Delhi",77.16119282,28.51901836,"Continental, Italian, North Indian, Chinese, Lebanese",900,Indian Rupees(Rs.),Yes,Yes,No,No,2,3.8,Yellow,Good,43
Meet You There,1,New Delhi,"House 54-A, H Block, Main Market, Shakarpur, New Delhi",Shakarpur,"Shakarpur, New Delhi",77.2804814,28.6300045,"Chinese, North Indian",500,Indian Rupees(Rs.),No,No,No,No,2,2.6,Orange,Average,94
Pind Balluchi,1,Noida,"K Shri Plaza, Main Road Hazipur Village, Opposite Pathways School, Sector 104, Near Sector 110, Noida",Sector 110,"Sector 110, Noida",77.36554932,28.53949767,"Biryani, North Indian, Mughlai",1000,Indian Rupees(Rs.),No,Yes,No,No,3,2.6,Orange,Average,26
Love Is Cakes,1,Gurgaon,"MG Road, Gurgaon",MG Road,"MG Road, Gurgaon",77.09358859999999,28.472684700000002,Bakery,600,Indian Rupees(Rs.),No,Yes,No,No,2,4.1,Green,Very Good,246
Bajrang Misthan Bhawan,1,New Delhi,"Main Paprawat Road, Najafgarh, New Delhi",Najafgarh,"Najafgarh, New Delhi",76.9869396,28.6053412,Mithai,100,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0
3Cherryz Sky Lounge & Cafe,1,Varanasi,"5th Floor Roof Top,(Above Big Bazaar) Sigra. Opp. IP Mall Sigra., Sigra, Varanasi",Sigra,"Sigra, Varanasi",82.99116335,25.31717627,"Cafe, North Indian, Chinese",500,Indian Rupees(Rs.),No,No,No,No,3,3.2,Orange,Average,26
Banke Bihari Bhojanalay,1,Gurgaon,"U-8/26, DLF Phase 3, Gurgaon",DLF Phase 3,"DLF Phase 3, Gurgaon",77.0935436,28.493433500000002,"Mithai, Street Food, North Indian",200,Indian Rupees(Rs.),No,No,No,No,1,2.6,Orange,Average,36
Shri Radhe,1,New Delhi,"A-199, Gujranwala Town Part 1, Gujranwala Town, New Delhi",Gujranwala Town,"Gujranwala Town, New Delhi",77.1840036,28.7007076,North Indian,250,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,3
Sagar Ratna,1,New Delhi,"K-15, Connaught Place, New Delhi",Connaught Place,"Connaught Place, New Delhi",77.220409,28.6356827,"South Indian, North Indian, Chinese",600,Indian Rupees(Rs.),No,Yes,No,No,2,3.4,Orange,Average,499
Popsy's,1,New Delhi,"Shop 1 & 2, K Block, Mahipalpur Extension, Near Labor Chowk, Mahipalpur, New Delhi",Mahipalpur,"Mahipalpur, New Delhi",77.12402220000001,28.543326699999998,"North Indian, South Indian, Continental, Fast Food",550,Indian Rupees(Rs.),No,No,No,No,2,3.0,Orange,Average,5
Walk In The Woods,1,Noida,"P-18, Sector 18, Noida",Sector 18,"Sector 18, Noida",77.32444699999999,28.569182,"North Indian, Mughlai, Chinese",1400,Indian Rupees(Rs.),Yes,Yes,No,No,3,3.0,Orange,Average,203
Giani's,1,Gurgaon,"Unitech Infospace, Sector 21, Gurgaon","Unitech Infospace, Sector 21, Gurgaon","Unitech Infospace, Sector 21, Gurgaon, Gurgaon",77.0716464,28.5096576,"Ice Cream, Desserts",250,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,2
Chaska,1,New Delhi,"D-268/2, Tikona Park, Jamia Nagar, New Friends Colony, New Delhi",New Friends Colony,"New Friends Colony, New Delhi",77.28829969,28.56238181,"Fast Food, North Indian",500,Indian Rupees(Rs.),No,No,No,No,2,3.3,Orange,Average,47
Le Seasons Restaurant,1,New Delhi,"A-1A, NH 8, Mahipalpur Extention, Mahipalpur, New Delhi",Mahipalpur,"Mahipalpur, New Delhi",77.1252807,28.5473907,"North Indian, Chinese",950,Indian Rupees(Rs.),Yes,No,No,No,2,2.8,Orange,Average,17
Taruveda Bistro,1,Jaipur,"1st Floor, Sunraj Villa, 2 Mysore House, Jacob Road, Civil Lines, Jaipur",Civil Lines,"Civil Lines, Jaipur",75.7890337,26.91137752,"Cafe, Italian, Japanese, Continental",1000,Indian Rupees(Rs.),No,Yes,No,No,3,4.2,Green,Very Good,633
Domino's Pizza,1,Noida,"A-44/45, DLF 3C Galaxy, Sector 62, Noida",Sector 62,"Sector 62, Noida",77.37043262,28.62443114,"Pizza, Fast Food",700,Indian Rupees(Rs.),No,No,No,No,2,2.6,Orange,Average,118
Red - Bellagio,1,New Delhi,"13-14, 2nd Floor, Community Center, Ashok Vihar Phase 2, New Delhi","Bellagio, Ashok Vihar Phase 2","Bellagio, Ashok Vihar Phase 2, New Delhi",77.1800463,28.6962508,Chinese,1500,Indian Rupees(Rs.),Yes,Yes,No,No,3,3.4,Orange,Average,137
New Open Restaurant,1,New Delhi,"House 48, Old Camp, New Aruna Nagar, Majnu ka Tila, New Delhi",Majnu ka Tila,"Majnu ka Tila, New Delhi",77.22749240000002,28.699848499999998,"Nepalese, Tibetan",300,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0
Hungry Folks,1,New Delhi,"House 220, Katwaria Sarai, Qutab Institutional Area, New Delhi",Qutab Institutional Area,"Qutab Institutional Area, New Delhi",0.0,0.0,"North Indian, Chinese",500,Indian Rupees(Rs.),No,No,No,No,2,0.0,White,Not rated,0
Barbacoa Restaurant,216,Boise,"276 Bobwhite Ct, Boise, ID 83706",Boise,"Boise, Boise",-116.185034,43.597235,"Latin American, Steak",70,Dollar($),No,No,No,No,4,4.1,Green,Very Good,538
Chattisgarh Bhawan,1,New Delhi,"7, Chanakyapuri, New Delhi",Chanakyapuri,"Chanakyapuri, New Delhi",77.1863937,28.6043227,"North Indian, South Indian",450,Indian Rupees(Rs.),No,No,No,No,1,2.7,Orange,Average,33
U Like,1,New Delhi,"G-7, LSC 11, Main Market, Mayur Vihar Phase 1, New Delhi",Mayur Vihar Phase 1,"Mayur Vihar Phase 1, New Delhi",77.294938,28.5980675,Bakery,150,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,3
Wah Ji Wah,1,Gurgaon,"Shop 1A, Subhash Chowk, Near Omaxe Celebration Mall, Sohna Road, Gurgaon",Sohna Road,"Sohna Road, Gurgaon",77.0371694,28.4270829,North Indian,450,Indian Rupees(Rs.),No,No,No,No,1,2.4,Red,Poor,42
Mainland China,1,New Delhi,"Plot 4, Local Shopping Centre, Masjid Moth, Greater Kailash (GK) 2, New Delhi",Greater Kailash (GK) 2,"Greater Kailash (GK) 2, New Delhi",77.2386742,28.5373346,Chinese,1800,Indian Rupees(Rs.),Yes,Yes,No,No,3,3.7,Yellow,Good,780
The Pastry Hut,1,Gurgaon,"S-73, Palam Vyapar Kendra, Palam Vihar, Gurgaon","Vyapar Kendra, Palam Vihar","Vyapar Kendra, Palam Vihar, Gurgaon",77.03139370000001,28.5088678,"Bakery, Desserts",150,Indian Rupees(Rs.),No,Yes,No,No,1,2.9,Orange,Average,13
Royal Brewery Bistro,1,New Delhi,"Hotel The Royal Plaza, 19, Ashoka Road, Connaught Place, New Delhi","Hotel The Royal Plaza, Janpath","Hotel The Royal Plaza, Janpath, New Delhi",77.2170282,28.6213161,"Finger Food, Italian",2000,Indian Rupees(Rs.),Yes,No,No,No,4,3.5,Yellow,Good,14
Kings Kulfi,1,New Delhi,"Main Road, Below Metro Station, Moti Nagar, New Delhi",Moti Nagar,"Moti Nagar, New Delhi",77.1424685,28.657644800000003,Ice Cream,150,Indian Rupees(Rs.),No,No,No,No,1,3.7,Yellow,Good,39
Madaari,1,New Delhi,"G-1, Near Azadpur Metro Station, Model Town 3, New Delhi",Model Town 3,"Model Town 3, New Delhi",77.18417834,28.70696168,"North Indian, Chinese, Continental, Italian",1200,Indian Rupees(Rs.),Yes,No,No,No,3,4.3,Green,Very Good,113
The Urban Terrace,1,Lucknow,"Hotel Lineage, C 73, Viraj Khand, Opposite Sahara Hospital, Gomti Nagar, Lucknow",Gomti Nagar,"Gomti Nagar, Lucknow",81.02324959999999,26.8517588,"North Indian, Continental",1100,Indian Rupees(Rs.),No,No,No,No,3,3.9,Yellow,Good,268
Wah G Wah,1,New Delhi,"A J 24, Central Market, Shalimar Bagh, New Delhi",Shalimar Bagh,"Shalimar Bagh, New Delhi",77.16365970000001,28.7068565,"North Indian, Chinese",450,Indian Rupees(Rs.),No,Yes,No,No,1,2.6,Orange,Average,7
Shudh Vaishno Bhojanalaya,1,New Delhi,"Shop 104, Near Metro Station Gate 3, Kingsway Camp, GTB Nagar, New Delhi",GTB Nagar,"GTB Nagar, New Delhi",77.2059791,28.6981059,North Indian,200,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,1
Razzmatazz,1,Dehradun,"5, Pritam Road, Dalanwala, Near Race Course, Dehradun",Race Course,"Race Course, Dehradun",0.0,0.0,Cafe,400,Indian Rupees(Rs.),No,No,No,No,2,3.9,Yellow,Good,39
Chawla Chik Inn,1,New Delhi,"Shop 1, Tiger Lane, Western Avenue, Sainik Farms, New Delhi",Sainik Farms,"Sainik Farms, New Delhi",77.214375,28.507952000000003,"North Indian, Mughlai",800,Indian Rupees(Rs.),No,Yes,No,No,2,0.0,White,Not rated,0
Aggarwal Sweet and Restaurant,1,New Delhi,"273, G-2, Lila Ram Market, Masjid Moth, South Extension 2, New Delhi",South Extension 2,"South Extension 2, New Delhi",77.22013604,28.56371164,"North Indian, Mithai",400,Indian Rupees(Rs.),No,No,No,No,1,2.9,Orange,Average,18
#Dilliwaala6,1,Puducherry,"6, Rue De La Marine, White Town, Puducherry",White Town,"White Town, Puducherry",79.83481014,11.9365319,North Indian,800,Indian Rupees(Rs.),No,No,No,No,3,3.7,Yellow,Good,124
Sector 55 China Town,1,Noida,"A Block Market, Sector 55, Noida",Sector 55,"Sector 55, Noida",77.3470476,28.606606,Chinese,300,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0
Bobby Veg Corner,1,New Delhi,"F-1/1, Krishna Nagar, New Delhi",Krishna Nagar,"Krishna Nagar, New Delhi",77.24231,28.57606,Chinese,350,Indian Rupees(Rs.),No,No,No,No,1,2.9,Orange,Average,5
Chakna,1,Noida,"Shop 1 & 2, Food Court, 3rd Floor, MSX Mall, Greater Noida, Noida","MSX Mall, Greater Noida","MSX Mall, Greater Noida, Noida",77.5283078,28.458033399999998,"North Indian, Chinese",450,Indian Rupees(Rs.),No,Yes,No,No,1,2.7,Orange,Average,5
"34, Chowringhee Lane",1,New Delhi,"UB-101, Kamla Nagar, New Delhi",Kamla Nagar,"Kamla Nagar, New Delhi",77.2071483,28.680904499999997,Fast Food,300,Indian Rupees(Rs.),No,No,No,No,1,3.3,Orange,Average,86
Uncle Tom's Steamed Hot Dogs,1,New Delhi,"Opposite RPM Lounge, Priya Market, Vasant Vihar, New Delhi",Vasant Vihar,"Vasant Vihar, New Delhi",77.16419167,28.55761667,Fast Food,200,Indian Rupees(Rs.),No,No,No,No,1,3.3,Orange,Average,40
Oriental Kitchen Express,1,Gurgaon,"1, Housing Board Colony, Near Jyoti Hospital, Sector 15, Gurgaon",Sector 15,"Sector 15, Gurgaon",77.03674740000001,28.4577727,"Chinese, Thai",450,Indian Rupees(Rs.),No,Yes,No,No,1,3.3,Orange,Average,14
Nukkad Bites,1,Noida,"Shop K2 -K5, 2nd Floor, Spice World Mall, Sector 25A, Sector 25, Noida","Spice World Mall, Sector 25","Spice World Mall, Sector 25, Noida",77.33732490000001,28.583579399999998,"North Indian, South Indian, Bakery, Beverages",500,Indian Rupees(Rs.),No,No,No,No,2,0.0,White,Not rated,2
Buddy 's. Pizza,1,New Delhi,"F1/1, Krishna Nagar, New Delhi",Krishna Nagar,"Krishna Nagar, New Delhi",77.28255240000001,28.660628999999997,Pizza,300,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0
Bansi Vihar,1,Patna,"New Market Beside Buddha Park, Fraser Road Area, Patna",Fraser Road Area,"Fraser Road Area, Patna",85.137825,25.60803333,"South Indian, Fast Food",300,Indian Rupees(Rs.),No,No,No,No,1,3.4,Orange,Average,111
Ronny Flavours,1,Gurgaon,"Shop 105, Main Market, Sector 22, Gurgaon, Delhi NCR",Sector 22,"Sector 22, Gurgaon",0.0,0.0,"Fast Food, Beverages",300,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,2
Mr.Hunger,1,New Delhi,"24B/8, Mall Road, Tilak Nagar, New Delhi",Tilak Nagar,"Tilak Nagar, New Delhi",77.0937942,28.636839799999997,"Burger, Fast Food",500,Indian Rupees(Rs.),No,No,No,No,2,3.0,Orange,Average,5
The Chinese Hut,1,New Delhi,"M-134, Jagat Ram Park, Laxmi Nagar, New Delhi",Laxmi Nagar,"Laxmi Nagar, New Delhi",77.2759194,28.6351409,"Chinese, Fast Food",350,Indian Rupees(Rs.),No,No,No,No,1,3.0,Orange,Average,10
The Mirch Masala,1,New Delhi,"27/4, Central Market, Ashok Vihar Phase 1, New Delhi",Ashok Vihar Phase 1,"Ashok Vihar Phase 1, New Delhi",77.17315579999999,28.693196399999998,"North Indian, Chinese",700,Indian Rupees(Rs.),No,No,No,No,2,3.0,Orange,Average,7
Shorts Burger and Shine,216,Cedar Rapids/Iowa City,"18 S Clinton St, Iowa City, IA 52240",Iowa City,"Iowa City, Cedar Rapids/Iowa City",-91.534424,41.660982000000004,Burger,10,Dollar($),No,No,No,No,1,4.9,Dark Green,Excellent,820
The Coffee Bond,1,New Delhi,"Shop 4, Uday Park Shopping Complex, Uday Park, New Delhi",Uday Park,"Uday Park, New Delhi",77.21807376,28.56028103,Cafe,700,Indian Rupees(Rs.),No,Yes,No,No,2,4.2,Green,Very Good,73
AK Your Food,1,Gurgaon,"Shop 4, B Block, Gate 2, Sector 52, South City 2, Gurgaon",South City 2,"South City 2, Gurgaon",77.08104959999999,28.4406267,North Indian,600,Indian Rupees(Rs.),No,No,No,No,2,0.0,White,Not rated,0
Sufiyan Restaurant,1,New Delhi,"57/12, Main Road, Zakir Nagar, New Delhi",Zakir Nagar,"Zakir Nagar, New Delhi",77.27977898,28.56732117,Mughlai,250,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0
Al- Sheikh,1,New Delhi,"Community Center, East of Kailash, New Delhi",East of Kailash,"East of Kailash, New Delhi",77.24579573,28.55838722,"Afghani, Mughlai, Chinese",500,Indian Rupees(Rs.),No,No,No,No,2,0.0,White,Not rated,2
Kwality Restaurant,1,Gurgaon,"Shop 91,92, Huda Market Sector 32, Near Sector 39, Gurgaon",Sector 39,"Sector 39, Gurgaon",77.0448877,28.445542100000004,"North Indian, Chinese",400,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0
Austin's BBQ and Oyster Bar,216,Albany,"2820 Meredyth Dr, Albany, GA 31707",Albany,"Albany, Albany",-84.221535,31.610387,"BBQ, Burger, Seafood",25,Dollar($),No,No,No,No,2,3.3,Orange,Average,35
Paradise,1,Chennai,"392, Anjali Devi Towers Kandanchavadi, OMR, Perungudi, Chennai",Perungudi,"Perungudi, Chennai",80.24998214,12.97279291,"Biryani, North Indian",900,Indian Rupees(Rs.),No,Yes,No,No,2,3.8,Yellow,Good,1317
Malt n Brew,1,Noida,"Park Ascent, Plot 126, Noida Khoda Road, Opposite IIM Lucknow Noida Campus, Sector 62, Noida","Park Ascent, Sector 62, Noida","Park Ascent, Sector 62, Noida, Noida",0.0,0.0,"North Indian, Continental, Chinese",2000,Indian Rupees(Rs.),Yes,No,No,No,4,0.0,White,Not rated,0
JSB Evergreen Snack & Sweets,1,Noida,"C Block Market, Sector 41, Noida",Sector 41,"Sector 41, Noida",77.3619175,28.5693477,"North Indian, Chinese, Fast Food, Street Food",300,Indian Rupees(Rs.),No,No,No,No,1,3.2,Orange,Average,41
Shyam Chaat Bhandar,1,New Delhi,"Shop 1, Main Market, Near Gurudwara, Vijay Nagar, New Delhi",Vijay Nagar,"Vijay Nagar, New Delhi",77.2042723,28.692479600000002,Street Food,150,Indian Rupees(Rs.),No,No,No,No,1,3.5,Yellow,Good,27
Cafe Red,1,New Delhi,"5-G, Dada Jungi House, Shahpur Jat, New Delhi",Shahpur Jat,"Shahpur Jat, New Delhi",77.212447,28.5491821,Cafe,1100,Indian Rupees(Rs.),Yes,Yes,No,No,3,3.6,Yellow,Good,260
Manna Java World Cafe,216,Dubuque,"700 Locust St, Dubuque, IA 52001",Dubuque,"Dubuque, Dubuque",-90.6677349,42.500191,"Breakfast, Pizza",10,Dollar($),No,No,No,No,1,3.5,Yellow,Good,119
Pindi's Kitchen,1,New Delhi,"26/1, Ashok Nagar, Jail Road, New Delhi",Jail Road,"Jail Road, New Delhi",77.0971063,28.635049300000002,Mughlai,450,Indian Rupees(Rs.),No,No,No,No,1,3.3,Orange,Average,11
The Chocolate Villa,1,New Delhi,"110, 1st Floor, MM Mall, DC Chowk, Sector 9, Rohini, New Delhi",Rohini,"Rohini, New Delhi",77.125955,28.717512,"Bakery, Desserts, Fast Food",350,Indian Rupees(Rs.),No,Yes,No,No,1,3.9,Yellow,Good,257
Derby,214,Sharjah,"Al Khan Street, Al Majaz 3, Al Majaz, Sharjah",Al Majaz,"Al Majaz, Sharjah",55.37086055,25.33045321,"Fast Food, American",40,Emirati Diram(AED),No,No,No,No,2,4.1,Green,Very Good,33
Spicy Food Court,1,New Delhi,"Khasra 361, Near Bank Of India, Sultanpur, Near, Chhatarpur, New Delhi",Chhatarpur,"Chhatarpur, New Delhi",77.16154855,28.49562447,"North Indian, Mughlai, Chinese",500,Indian Rupees(Rs.),No,Yes,No,No,2,2.7,Orange,Average,23
Divine Bites,1,Gurgaon,"Sector 22, Gurgaon",Sector 22,"Sector 22, Gurgaon",77.0622916,28.502900099999998,Bakery,300,Indian Rupees(Rs.),No,Yes,No,No,1,0.0,White,Not rated,0
Delhicacy,1,Gurgaon,"SF-14, 1st Floor, DLF Galleria, DLF Phase 4, Gurgaon","DLF Galleria, DLF Phase 4","DLF Galleria, DLF Phase 4, Gurgaon",77.0823032,28.4674317,"Street Food, Fast Food, North Indian",350,Indian Rupees(Rs.),No,Yes,No,No,1,3.8,Yellow,Good,317
Sonu Sudh Bhojnalaya,1,New Delhi,"B 1/1 B, Janta Flat, Mayur Vihar Phase 3, New Delhi",Mayur Vihar Phase 3,"Mayur Vihar Phase 3, New Delhi",77.336318,28.6126674,North Indian,250,Indian Rupees(Rs.),No,No,No,No,1,2.8,Orange,Average,10
The Sassy Spoon,1,Pune,"Lane 7, Sanskriti Lifestyle Complex, Koregaon Park, Pune",Koregaon Park,"Koregaon Park, Pune",73.899315,18.533811,"European, Asian, Mediterranean, Modern Indian, Desserts, Finger Food",1500,Indian Rupees(Rs.),Yes,No,No,No,3,4.1,Green,Very Good,140
Sab Ke Khatir,1,New Delhi,"Community Centre, New Friends Colony, New Delhi","Community Centre, New Friends Colony","Community Centre, New Friends Colony, New Delhi",77.268562,28.560994,"North Indian, Mughlai",600,Indian Rupees(Rs.),No,No,No,No,2,3.1,Orange,Average,14
Arabian Delites,1,New Delhi,"2/80, Club Road, West Punjabi Bagh, Punjabi Bagh, New Delhi",Punjabi Bagh,"Punjabi Bagh, New Delhi",77.1270882,28.66598725,"Lebanese, Arabian",600,Indian Rupees(Rs.),No,Yes,No,No,2,3.6,Yellow,Good,68
Udupi Eating House,1,New Delhi,"4, Ground Floor, Old, Rajinder Nagar, New Delhi",Rajinder Nagar,"Rajinder Nagar, New Delhi",77.1852191,28.6416652,South Indian,350,Indian Rupees(Rs.),No,No,No,No,1,3.2,Orange,Average,53
Sandoz,1,New Delhi,"J 58, Vardhaman Plaza, DDA Complex, Opposite Surya Continental, Rajouri Garden, New Delhi",Rajouri Garden,"Rajouri Garden, New Delhi",77.1205029,28.6390357,"North Indian, Chinese",550,Indian Rupees(Rs.),No,No,No,No,2,3.3,Orange,Average,22
Dial n Dine,1,New Delhi,"Shop 16, Ground Floor, DDA Market, Savita Vihar, Anand Vihar, New Delhi",Anand Vihar,"Anand Vihar, New Delhi",77.316909,28.6602285,"North Indian, Chinese",650,Indian Rupees(Rs.),No,No,No,No,2,3.4,Orange,Average,80
Tipu Sultan Chicken Point,1,New Delhi,"Near Batla House Bus Stand, Jamia Nagar, Near, New Friends Colony, New Delhi",New Friends Colony,"New Friends Colony, New Delhi",77.28855785,28.56489598,"Biryani, Mughlai",250,Indian Rupees(Rs.),No,No,No,No,1,3.2,Orange,Average,27
Sharma Kachoriwala,1,New Delhi,"38/A, Satyawati Marg, Kamla Nagar, New Delhi",Kamla Nagar,"Kamla Nagar, New Delhi",77.1992414,28.6822359,Street Food,50,Indian Rupees(Rs.),No,No,No,No,1,3.7,Yellow,Good,131
Pine & Dine,1,Hyderabad,"Plot 73, Jubilee Enclave, Hitech City, Hyderabad",Hitech City,"Hitech City, Hyderabad",78.3754674,17.4558938,"North Indian, South Indian, Chinese",700,Indian Rupees(Rs.),Yes,Yes,No,No,2,4.0,Green,Very Good,682
Sonu Parantha Corner,1,Noida,"B-64, Sector -2, Noida",Sector 2,"Sector 2, Noida",77.3141165,28.585532,North Indian,200,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0
Chicago Pizza,1,Noida,"Food Court, 3rd Floor, Logix City Centre, Sector 32, Near, Sector 34, Noida","Logix City Centre, Sector 32, Noida","Logix City Centre, Sector 32, Noida, Noida",77.35357370000001,28.5743001,Pizza,600,Indian Rupees(Rs.),No,Yes,No,No,2,2.3,Red,Poor,8
Polka Pastry & Snack Bar,1,New Delhi,"BA-3A, Janakpuri, New Delhi",Janakpuri,"Janakpuri, New Delhi",77.0966703,28.6311148,"Bakery, Fast Food",350,Indian Rupees(Rs.),No,No,No,No,1,3.2,Orange,Average,62
Chick Chicken House,1,New Delhi,"A 88, Near Desu Office, Lajpat Nagar 1, New Delhi",Lajpat Nagar 1,"Lajpat Nagar 1, New Delhi",77.23935641,28.57287833,"Raw Meats, Fast Food",250,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,2
Public Affair,1,New Delhi,"67-68, Khan Market, New Delhi",Khan Market,"Khan Market, New Delhi",77.2265943,28.599780900000003,European,2100,Indian Rupees(Rs.),No,No,No,No,4,3.8,Yellow,Good,199
Maakhansingh,1,New Delhi,"Zing Food Court, 2nd Floor, Spark Mall, Kamla Nagar, New Delhi","Spark Mall, Kamla Nagar","Spark Mall, Kamla Nagar, New Delhi",77.20388161,28.68096059,North Indian,400,Indian Rupees(Rs.),No,Yes,No,No,1,2.9,Orange,Average,18
Al-Nawab,1,New Delhi,"Jagat Cinema, Urdu Bazaar, Jama Masjid, New Delhi",Jama Masjid,"Jama Masjid, New Delhi",77.2362096,28.649822399999998,Mughlai,300,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0
Friends Fast Food,1,New Delhi,"Shop 27, DDA Market, Hudson Lane, Kingsway Camp, Hudson Lane, GTB Nagar, New Delhi",GTB Nagar,"GTB Nagar, New Delhi",77.2049879,28.694589500000003,"Chinese, Fast Food",300,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,2
